-181.539, 57.382, 3.508, 10.609, -0.009,  0.474, 3.816
-181.536, 57.265, 3.519, 10.642, -0.009,  0.475, 3.828
-181.534, 57.147, 3.531, 10.675, -0.009,  0.476, 3.840
-181.531, 57.029, 3.542, 10.708, -0.008,  0.477, 3.852
-181.528, 56.911, 3.554, 10.741, -0.008,  0.477, 3.863
-181.526, 56.792, 3.565, 10.774, -0.008,  0.478, 3.875
-181.523, 56.673, 3.577, 10.807, -0.008,  0.479, 3.887
-181.521, 56.553, 3.589, 10.840, -0.007,  0.480, 3.899
-181.518, 56.433, 3.601, 10.873, -0.007,  0.480, 3.911
-181.516, 56.313, 3.612, 10.906, -0.008,  0.481, 3.923
-181.513, 56.192, 3.624, 10.939, -0.008,  0.481, 3.935
-181.511, 56.071, 3.636, 10.972, -0.008,  0.482, 3.947
-181.508, 55.950, 3.648, 11.005, -0.007,  0.483, 3.959
-181.506, 55.828, 3.660, 11.038, -0.007,  0.484, 3.972
-181.504, 55.706, 3.672, 11.071, -0.007,  0.485, 3.984
-181.501, 55.583, 3.684, 11.104, -0.007,  0.485, 3.996
-181.499, 55.460, 3.696, 11.137, -0.007,  0.486, 4.008
-181.497, 55.336, 3.708, 11.170, -0.006,  0.487, 4.020
-181.495, 55.213, 3.720, 11.203, -0.007,  0.487, 4.032
-181.492, 55.088, 3.732, 11.236, -0.007,  0.488, 4.045
-181.490, 54.964, 3.744, 11.269, -0.007,  0.489, 4.057
-181.488, 54.838, 3.757, 11.302, -0.007,  0.490, 4.070
-181.486, 54.713, 3.769, 11.335, -0.006,  0.490, 4.082
-181.484, 54.587, 3.781, 11.368, -0.006,  0.492, 4.095
-181.482, 54.461, 3.794, 11.401, -0.006,  0.493, 4.108
-181.480, 54.334, 3.806, 11.434, -0.006,  0.494, 4.121
-181.478, 54.207, 3.818, 11.467, -0.006,  0.494, 4.133
-181.476, 54.079, 3.831, 11.500, -0.006,  0.495, 4.146
-181.474, 53.951, 3.843, 11.533, -0.006,  0.495, 4.159
-181.472, 53.823, 3.856, 11.566, -0.006,  0.496, 4.172
-181.470, 53.694, 3.869, 11.599, -0.006,  0.497, 4.185
-181.468, 53.565, 3.881, 11.632, -0.006,  0.498, 4.198
-181.467, 53.435, 3.894, 11.665, -0.005,  0.499, 4.211
-181.465, 53.305, 3.907, 11.698, -0.005,  0.500, 4.224
-181.463, 53.174, 3.920, 11.731, -0.006,  0.500, 4.237
-181.461, 53.043, 3.933, 11.764, -0.005,  0.501, 4.250
-181.459, 52.912, 3.945, 11.797, -0.005,  0.502, 4.263
-181.458, 52.780, 3.958, 11.830, -0.005,  0.502, 4.276
-181.456, 52.648, 3.971, 11.863, -0.005,  0.504, 4.289
-181.454, 52.515, 3.983, 11.896, -0.005,  0.505, 4.302
-181.453, 52.382, 3.996, 11.929, -0.005,  0.506, 4.316
-181.451, 52.249, 4.009, 11.962, -0.005,  0.507, 4.329
-181.450, 52.115, 4.021, 11.995, -0.005,  0.509, 4.343
-181.448, 51.980, 4.034, 12.028, -0.005,  0.510, 4.356
-181.447, 51.846, 4.047, 12.061, -0.005,  0.511, 4.370
-181.445, 51.710, 4.060, 12.094, -0.005,  0.512, 4.383
-181.444, 51.575, 4.073, 12.127, -0.004,  0.513, 4.396
-181.442, 51.439, 4.086, 12.160, -0.004,  0.514, 4.410
-181.441, 51.302, 4.099, 12.193, -0.004,  0.516, 4.424
-181.439, 51.165, 4.112, 12.226, -0.004,  0.516, 4.437
-181.438, 51.028, 4.125, 12.259, -0.004,  0.517, 4.451
-181.436, 50.890, 4.139, 12.292, -0.004,  0.518, 4.465
-181.435, 50.752, 4.152, 12.325, -0.004,  0.519, 4.479
-181.434, 50.613, 4.166, 12.358, -0.004,  0.521, 4.493
-181.432, 50.474, 4.179, 12.391, -0.004,  0.521, 4.507
-181.431, 50.334, 4.192, 12.424, -0.004,  0.522, 4.520
-181.430, 50.194, 4.206, 12.457, -0.004,  0.523, 4.534
-181.429, 50.053, 4.220, 12.490, -0.004,  0.524, 4.548
-181.427, 49.912, 4.233, 12.523, -0.004,  0.525, 4.562
-181.426, 49.771, 4.247, 12.556, -0.004,  0.527, 4.577
-181.425, 49.629, 4.260, 12.589, -0.004,  0.528, 4.591
-181.424, 49.487, 4.274, 12.622, -0.004,  0.530, 4.606
-181.423, 49.344, 4.288, 12.655, -0.003,  0.530, 4.620
-181.422, 49.201, 4.302, 12.688, -0.003,  0.531, 4.634
-181.421, 49.057, 4.316, 12.721, -0.003,  0.531, 4.648
-181.420, 48.913, 4.330, 12.754, -0.003,  0.533, 4.663
-181.419, 48.768, 4.344, 12.787, -0.003,  0.534, 4.677
-181.418, 48.623, 4.358, 12.820, -0.003,  0.535, 4.692
-181.417, 48.477, 4.372, 12.853, -0.003,  0.536, 4.707
-181.416, 48.331, 4.386, 12.886, -0.003,  0.537, 4.721
-181.415, 48.185, 4.400, 12.919, -0.003,  0.538, 4.736
-181.414, 48.038, 4.414, 12.952, -0.003,  0.540, 4.751
-181.413, 47.890, 4.428, 12.985, -0.003,  0.540, 4.765
-181.412, 47.742, 4.442, 13.018, -0.003,  0.541, 4.779
-181.411, 47.594, 4.457, 13.051, -0.003,  0.542, 4.794
-181.410, 47.445, 4.471, 13.084, -0.003,  0.544, 4.809
-181.409, 47.295, 4.485, 13.117, -0.003,  0.545, 4.825
